index,source,target
286,Rajang Soul SP,
287,Heavy Bowgun,
288,Light Bowgun,
289,Bow,
290,Hawk Thunderdance Hbg,
291,Buzzard Thndrdance Hbg,
292,Falcon Thunderdance Hbg,
293,Stork Thunderdance Bow,
294,Crane Thunderdance Bow,
295,Flamingo Thunder Bow,
296,Daora's Vale,
297,Caravan Gun I,
298,Caravan Gun II,
299,Caravan Gun III,
300,Dummy (Bow),
301,True Thrush Darkbolt Gun,
302,True Dove Darkbolt Gun,
303,True Hawk Darkbolt Gun,
304,True Falcon Darkbolt Gun,
305,Dondon Void,
306,Brillant Flash Hbg,
307,Daora's Avan,
308,"Felyne Bow ""Large Stamp""",
309,"Melynx Bow ""Cat Fool""",
310,God's Majesty,
311,"God's Majesty ""Dream""",
312,"God's Majesty ""Vision""",
313,"God's Majesty ""Illusion""",
314,God's Palace,
315,"God's Palace ""Dream""",
316,"God's Palace ""Vision""",
317,"God's Palace ""Illusion""",
318,Warm Prick,
319,Warm Thorn,
320,Warm Pin,
321,Warm Needle,
322,Warm Stinger,
323,Ham Prick,
324,Ham Thorn,
325,Ham Pin,
326,Ham Needle,
327,Ham Stringer,
328,Dummy (Bow),
329,Dummy (Bow),
330,Dummy (Bow),
331,Dummy (Bow),
332,Dummy (Bow),
333,Dummy (Bow),
334,Dummy (Bow),
335,Dummy (Bow),
336,Dummy (Bow),
337,Dummy (Bow),
338,Dummy (Bow),
339,Dummy (Bow),
340,Dummy (Bow),
341,Dummy (Bow),
342,Dummy (Bow),
343,Dummy (Bow),
344,Dummy (Bow),
345,Dummy (Bow),
346,Dummy (Bow),
347,Dummy (Bow),
348,Dummy (Bow),
349,Dummy (Bow),
350,Moss Scissors SPⅠ,
351,Moss Scissors SPⅡ,
352,Moss Scissors SPⅢ,
353,Moss Scissors SPⅣ,
354,Moss Scissors SPⅤ,
355,Moss Scissors SPⅥ,
356,Moss Scissors SPⅦ,
357,Mauve Blaster SPⅠ,
358,Mauve Blaster SPⅡ,
359,Mauve Blaster SPⅢ,
360,Mauve Blaster SPⅣ,
361,Mauve Blaster SPⅤ,
362,Mauve Blaster SPⅥ,
363,Mauve Blaster SPⅦ,
364,P.Master Bow SPⅠ,
365,P.Master Bow SPⅡ,
366,P.Master Bow SPⅢ,
367,P.Master Bow SPⅣ,
368,P.Master Bow SPⅤ,
369,P.Master Bow SPⅥ,
370,P.Master Bow SPⅦ,
371,Dark Full Bow SPⅠ,
372,Dark Full Bow SPⅡ,
373,Dark Full Bow SPⅢ,
374,Dark Full Bow SPⅣ,
375,Dark Full Bow SPⅤ,
376,Dark Full Bow SPⅥ,
377,Dark Full Bow SPⅦ,
378,Long Horn Bow SPⅠ,
379,Long Horn Bow SPⅡ,
380,Long Horn Bow SPⅢ,
381,Long Horn Bow SPⅣ,
382,Long Horn Bow SPⅤ,
383,Long Horn Bow SPⅥ,
384,Long Horn Bow SPⅦ,
385,Freezon Bow SPⅠ,
386,Freezon Bow SPⅡ,
387,Freezon Bow SPⅢ,
388,Freezon Bow SPⅣ,
389,Freezon Bow SPⅤ,
390,Freezon Bow SPⅥ,
391,Freezon Bow SPⅦ,
392,Dragonsoul Bow SPⅠ,
393,Dragonsoul Bow SPⅡ,
394,Dragonsoul Bow SPⅢ,
395,Dragonsoul Bow SPⅣ,
396,Dragonsoul Bow SPⅤ,
397,Dragonsoul Bow SPⅥ,
398,Dragonsoul Bow SPⅦ,
399,Flame Beat SP Ⅰ,
400,Flame Beat SP Ⅱ,
401,Flame Beat SP Ⅲ,
402,Flame Beat SP Ⅳ,
403,Flame Beat SP Ⅴ,
404,Flame Beat SP Ⅵ,
405,Flame Beat SP Ⅶ,
406,Aqua Feather SP Ⅰ,
407,Aqua Feather SP Ⅱ,
408,Aqua Feather SP Ⅲ,
409,Aqua Feather SP Ⅳ,
410,Aqua Feather SP Ⅴ,
411,Aqua Feather SP Ⅵ,
412,Aqua Feather SP Ⅶ,
413,Black Swan Gift SPⅠ,
414,Black Swan Gift SPⅡ,
415,Black Swan Gift SPⅢ,
416,Black Swan Gift SPⅣ,
417,Black Swan Gift SPⅤ,
418,Black Swan Gift SPⅥ,
419,Black Swan Gift SPⅦ,
420,Still Water Bow SPⅠ,
421,Still Water Bow SPⅡ,
422,Still Water Bow SPⅢ,
423,Still Water Bow SPⅣ,
424,Still Water Bow SPⅤ,
425,Still Water Bow SPⅥ,
426,Still Water Bow SPⅦ,
427,Tigre Stream SPⅠ,
428,Tigre Stream SPⅡ,
429,Tigre Stream SPⅢ,
430,Tigre Stream SPⅣ,
431,Tigre Stream SPⅤ,
432,Tigre Stream SPⅥ,
433,Tigre Stream SPⅦ,
434,Generator SPⅠ,
435,Generator SPⅡ,
436,Generator SPⅢ,
437,Generator SPⅣ,
438,Generator SPⅤ,
439,Generator SPⅥ,
440,Generator SPⅦ,
441,Black Bogen SPⅠ,
442,Black Bogen SPⅡ,
443,Black Bogen SPⅢ,
444,Black Bogen SPⅣ,
445,Black Bogen SPⅤ,
446,Black Bogen SPⅥ,
447,Black Bogen SPⅦ,
448,Dragon Landslide Bow SPⅠ,
449,Dragon Landslide Bow SPⅡ,
450,Dragon Landslide Bow SPⅢ,
451,Dragon Landslide Bow SPⅣ,
452,Dragon Landslide Bow SPⅤ,
453,Dragon Landslide Bow SPⅥ,
454,Dragon Landslide Bow SPⅦ,
455,Phoenix Roar SPⅠ,
456,Phoenix Roar SPⅡ,
457,Phoenix Roar SPⅢ,
458,Phoenix Roar SPⅣ,
459,Phoenix Roar SPⅤ,
460,Phoenix Roar SPⅥ,
461,Phoenix Roar SPⅦ,
462,"Drgn God Bow""Eclipse""SPⅠ",
463,"Drgn God Bow""Eclipse""SPⅡ",
464,"Drgn God Bow""Eclipse""SPⅢ",
465,"Drgn God Bow""Eclipse""SPⅣ",
466,"Drgn God Bow""Eclipse""SPⅤ",
467,"Drgn God Bow""Eclipse""SPⅥ",
468,"Drgn God Bow""Eclipse""SPⅦ",
469,Berg Shooter SPⅠ,
470,Berg Shooter SPⅡ,
471,Berg Shooter SPⅢ,
472,Berg Shooter SPⅣ,
473,Berg Shooter SPⅤ,
474,Berg Shooter SPⅥ,
475,Berg Shooter SPⅦ,
476,Cancer Bow SPⅠ,
477,Cancer Bow SPⅡ,
478,Cancer Bow SPⅢ,
479,Cancer Bow SPⅣ,
480,Cancer Bow SPⅤ,
481,Cancer Bow SPⅥ,
482,Cancer Bow SPⅦ,
483,Jade Bow SPⅠ,
484,Jade Bow SPⅡ,
485,Jade Bow SPⅢ,
486,Jade Bow SPⅣ,
487,Jade Bow SPⅤ,
488,Jade Bow SPⅥ,
489,Jade Bow SPⅦ,
490,Dummy (Bow),
491,Dummy (Bow),
492,Dummy (Bow),
493,Dummy (Bow),
494,Bow,
495,Bow,
496,Light Bowgun,
497,Light Bowgun,
498,Heavy Bowgun,
499,Bow,
500,Dummy (Bow),
501,Dummy (Bow),
502,Dummy (Bow),
503,Dummy (Bow),
504,Dummy (Bow),
505,Dummy (Bow),
506,Dummy (Bow),
507,Dummy (Bow),
508,Dummy (Bow),
509,Dummy (Bow),
510,Dummy (Bow),
511,Dummy (Bow),
512,Dummy (Bow),
513,Dummy (Bow),
514,Dummy (Bow),
515,Dummy (Bow),
516,Dummy (Bow),
517,Dummy (Bow),
518,Dummy (Bow),
519,Dummy (Bow),
520,Dummy (Bow),
521,Dummy (Bow),
522,Dummy (Bow),
523,Dummy (Bow),
524,Dummy (Bow),
525,Dummy (Bow),
526,Dummy (Bow),
527,Dummy (Bow),
528,Dummy (Bow),
529,Dummy (Bow),
530,Dummy (Bow),
531,Dummy (Bow),
532,Dummy (Bow),
533,Dummy (Bow),
534,Dummy (Bow),
535,Dummy (Bow),
536,Dummy (Bow),
537,Dummy (Bow),
538,Dummy (Bow),
539,Dummy (Bow),
540,Dummy (Bow),
541,Dummy (Bow),
542,Dummy (Bow),
543,Dummy (Bow),
544,Dummy (Bow),
545,Dummy (Bow),
546,Dummy (Bow),
547,Dummy (Bow),
548,Dummy (Bow),
549,Dummy (Bow),
550,Dummy (Bow),
551,Dummy (Bow),
552,Dummy (Bow),
553,Dummy (Bow),
554,Dummy (Bow),
555,Dummy (Bow),
556,Dummy (Bow),
557,Dummy (Bow),
558,Dummy (Bow),
559,Dummy (Bow),
560,Dummy (Bow),
561,Dummy (Bow),
562,Dummy (Bow),
563,Dummy (Bow),
564,Dummy (Bow),
565,Dummy (Bow),
566,Dummy (Bow),
567,Dummy (Bow),
568,Dummy (Bow),
569,Dummy (Bow),
570,Dummy (Bow),
571,Dummy (Bow),
572,Dummy (Bow),
573,Dummy (Bow),
574,Dummy (Bow),
575,Dummy (Bow),
576,Dummy (Bow),
577,Dummy (Bow),
578,Dummy (Bow),
579,Dummy (Bow),
580,Dummy (Bow),
581,Dummy (Bow),
582,Dummy (Bow),
583,Dummy (Bow),
584,Dummy (Bow),
585,Dummy (Bow),
586,Dummy (Bow),
587,Dummy (Bow),
588,Dummy (Bow),
589,Dummy (Bow),
590,Dummy (Bow),
591,Dummy (Bow),
592,Dummy (Bow),
593,Dummy (Bow),
594,Dummy (Bow),
595,Dummy (Bow),
596,Dummy (Bow),
597,Dummy (Bow),
598,Dummy (Bow),
599,Dummy (Bow),
600,Dummy (Bow),
601,Dummy (Bow),
602,Dummy (Bow),
603,Dummy (Bow),
604,Dummy (Bow),
605,Dummy (Bow),
606,Dummy (Bow),
607,Dummy (Bow),
608,Dummy (Bow),
609,Dummy (Bow),
610,Dummy (Bow),
611,Dummy (Bow),
612,Dummy (Bow),
613,Dummy (Bow),
614,Dummy (Bow),
615,Dummy (Bow),
616,Dummy (Bow),
617,Dummy (Bow),
618,Dummy (Bow),
619,Dummy (Bow),
620,Dummy (Bow),
621,Dummy (Bow),
622,Dummy (Bow),
623,Dummy (Bow),
624,Dummy (Bow),
625,Dummy (Bow),
626,Dummy (Bow),
627,Dummy (Bow),
628,Dummy (Bow),
629,Dummy (Bow),
630,Dummy (Bow),
631,Dummy (Bow),
632,Dummy (Bow),
633,Dummy (Bow),
634,Dummy (Bow),
635,Dummy (Bow),
636,Dummy (Bow),
637,Dummy (Bow),
638,Dummy (Bow),
639,Dummy (Bow),
640,Dummy (Bow),
641,Dummy (Bow),
642,Dummy (Bow),
643,Dummy (Bow),
644,Dummy (Bow),
645,Dummy (Bow),
646,Dummy (Bow),
647,Dummy (Bow),
648,Dummy (Bow),
649,Dummy (Bow),
650,Parachan Bow Ⅰ,
651,Parachan Bow Ⅱ,
652,Parachan Bow Ⅲ,
653,Solid Carbine,
654,Solid Carbine+,
655,Matter Carbine,
656,Liquid Carbine,
657,Liquid Carbine+,
658,Element Carbine,
659,Natra Death,
660,Detoss Arkham,
661,Chaos Army,
662,Sonic Bow VII,
663,"Dragon God Bow ""Zhulong""",
664,Power Wild Bow IV,
665,Saphire RavenⅠ,
666,Saphire Raven Ⅱ,
667,Saphire Raven Ⅲ,
668,Saphire Raven Ⅳ,
669,Titan Flame SP,
670,Teostra's Flame SP,
671,Sky's Isle SP,
672,Metal Blaze SP,
673,VLS-0052,
674,VLS-7305,
675,Herald Thunderdance Bow,
676,Fire Tempest SP,
677,B・Parasol SP,B Parasol SP
678,Vashimu Cannon,
679,Vashimu Launcher,
680,Coral Striker,
681,Jasper Striker,
682,Lapiz Striker,
683,Sapphir Puffer Ⅰ,
684,Sapphir Puffer Ⅱ,
685,Sapphir Puffer Ⅲ,
686,Luna Rainbow Cannon SP,
687,Noble Chivalry,
688,Melor Chivalry,
689,Luna's Bostesso,
690,Luna's Vulcano,
691,Luna's Ganard,
692,"Meat Gun ""Rare""",
693,"Meat Gun ""Medium""",
694,"Meat Gun ""Well Done""",
695,Kugel Squale,
696,Kugel Katze,
697,Kugel Volpe,
698,Steel Bow,
699,Steel Bow・Armor Piercer,Steel Bow Armor Piercer
700,Steel Bow・Rock Piercer,Steel Bow Rock Piercer
701,Light Liebe,
702,Middle Liebe,
703,Deep Liebe,
704,True Liebe,
705,Red Cat Gun SP,
706,Don Shower,
707,Don Splash,
708,Dondon Cannon,
709,Flow Sweezy,
710,Gerda Sweezy,
711,Loisa Sweezy,
712,Nyan Nyan Gun,
713,Nyan Nyan Fire,
714,Phantom Thunderbreak Bow,
715,Phantom Thunderstorm Bow,
716,Daimyo Warbow Ⅶ,
717,True Blue Kut-Ku Bow,
718,Rubino Raven Ⅰ,
719,Rubino Raven Ⅱ,
720,Rubino Raven Ⅲ,
721,Rubino Raven Ⅳ,
722,Remobra Plush,
723,Remombra Strike,
724,Sufendrit,
725,Chalcendrit,
726,Garnetdrit,
727,Azul Blaster SP,
728,Teo's Baretta,
729,Dual Paralyze,
730,Lava Paralyze,
731,Needleant,
732,Duel Poison,
733,Lava Poison,
734,Needlewasp,
735,Dark Cat Gun,
736,Red Cat Gun,
737,Red Cat Grenade Launcher,
738,Saphir Killy Ⅰ,
739,Saphir Killy Ⅱ,
740,Saphir Killy Ⅲ,
741,Crimson Parasol SP,
742,Don Bow,
743,Don Missile,
744,Dodon Arch,
745,Dodon Crescent,
746,Pawpad Shooter,
747,Pawpad Blaster,
748,Felyne Bow,
749,"Felyne Bow ""Koban""",
750,Tail Shooter,
751,Tail Blaster,
752,Melynx Bow,
753,"Melynx Bow ""Cat Veil""",
754,Carmine Bow Ⅰ,
755,Carmine Bow Ⅱ,
756,Carmine Bow Ⅲ,
757,Crimson Bow,
758,Perlenkugel,
759,Perle Prima,
760,Perlengewehr,
761,Perlen Sieg,
762,Perlenbogen,
763,Perlenrakete,
764,Perlen Sichel,
765,Great Dragon Gun,
766,Nebula Globes,
767,Rubino Puffer Ⅳ,
768,Rubino Puffer Ⅰ,
769,Rubino Puffer Ⅱ,
770,Rubino Puffer Ⅲ,
771,Steel Puffer Ⅴ,
772,"Fanged Wolf Gun ""Gust""",
773,"Fanged Wolf Gun ""Gale""",
774,"Sky Wolf Gun""Big Dipper""",
775,Filan Set,
776,Eames Set,
777,Vinz Set,
778,Purfa Set,
779,"Fanged Wolf Gun""Blossom""",
780,"Fanged Wolf Gun ""Sakura""",
781,"Sky Wolf Gun ""Rainfall""",
782,"Sky Wolf Gun ""Monsoon""",
783,Annihilation Bow II,
784,Khezu Bow VI,
785,Lunar Bale,
786,Lunar Zien,
787,Lunar View,
788,Lunar Vedere,
789,Rojo Kerze,
790,Rojo Flamme,
791,Rojo Gluhen,
792,Rouge Vulcan,
793,Albu Bow,
794,Album Bow,
795,Albuin Bow,
796,Albumagi Bow,
797,Cherny Bow,
798,Great Cherny Bow,
799,Royal Cherny Bow,
800,Supreme Cherny Bow,
801,Aquila Bow,
802,Aquila Bow+,
803,"Aquila Bow ""Cosmic""",
804,"Aquila Bow ""Comet""",
805,Soul Star I,
806,Soul Star II,
807,Soul Star III,
808,Soul Planetes,
809,Steel Raven Ⅴ,
810,Melanin Shooter SP,
811,Blood Bandage SP,
812,Star Bow,
813,Star Bow+,
814,"Star Bow ""Cosmic""",
815,"Star Bow ""Comet""",
816,"Fanged Wolf Hbg ""Haze""",
817,"Fanged Wolf Hbg ""Frost""",
818,"Sirius Hbg ""Blizzard""",
819,Gourd Bow Mk1,
820,Gourd Bow Mk1+,
821,Gourd Bow Mk1 Adv.,
822,Gourd Bow Mk2,
823,Gourd Bow Mk2+,
824,Gourd Bow Mk2 Adv.,
825,Deuce Solo,
826,Deuce Trio,
827,Deuce Quint,
828,Floating Peak Gun,
829,Eques Bowgun,
830,Eques Fakir,
831,Weissgerade,
832,Strega Bowgun,
833,Strega Fakir,
834,Schwarzgerade,
835,Woodpecker Thunder Lbg,
836,Albatross Thunder Lbg,
837,True Canary Thunder Lbg,
838,Flamme Com,
839,Flamme Rem,
840,Flamme Flamme,
841,Rubino Killi Ⅰ,
842,Rubino Killi Ⅱ,
843,Rubino Killi Ⅲ,
844,Rubino Killi Ⅳ,
845,Ophion Bow,
846,"Ophion Bow ""Flash""",
847,"Ophion Bow ""Shine""",
848,"Ophion Bow ""Glory""",
849,Luna's Temptation,
850,Luna's Coquetry,
851,Flash Bow,
852,Courageous Hope III,
853,Forte Bow I,
854,Forte Bow II,
855,Forte Bow III,
856,Forte Rada,
857,Asta's Third,
858,Asta's Second,
859,Asta's First,
860,Sirius Dragoon,
861,Magni's Third,
862,Magni's Second,
863,Magni's First,
864,Sirius Tempest,
865,Rubino Raven Ⅴ,
866,Fast Caster SP,
867,Gold Umbrella SP,
868,Caravan HBG Ⅰ,
869,Caravan HBG Ⅱ,
870,Caravan HBG Ⅲ,
871,Caravan Bow Ⅰ,
872,Caravan Bow Ⅱ,
873,Caravan Bow Ⅲ,
874,Caravan Bow Ⅳ,
875,Caravan Bow Ⅴ,
876,Caravan Bow Ⅵ,
877,Giant Star Shellking Hbg,
878,Eques Cannon,
879,Eques Launcher,
880,Weisse Wiese,
881,Strega Cannon,
882,Strega Launcher,
883,Schwarze Wiese,
884,Radiant Sun Bowgun,
885,Radiant Sun Bowgun,
886,Radiant Sun Star Shot,
887,Blos Shot,
888,Blos Sphera,
889,Blos Absolute,
890,Weiss Splash,
891,Weiss Rondo,
892,Weiss Flood,
893,Tank Bishop,
894,Bastion Bishop,
895,Fort Bishop,
896,Tank Witch,
897,Bastion Witch,
898,Fort Witch,
899,Volpe Fletcher,
900,Volpe Missile,
901,Volpe Arc,
902,Forte Ranpo,
903,Forte Crescente,
904,Spark Crane,
905,Fire Crane,
906,Flame Crane,
907,Berg Crane,
908,Arma Crane,
909,Silt Crane,
910,Chariot Crane,
911,Castra Crane,
912,Ryufu Ⅰ,
913,Ryufu Ⅱ,
914,Ryufu Ⅲ,
915,Ryufu Encha,
916,Citrine Raven Ⅰ,
917,Citrine Raven Ⅱ,
918,Citrine Raven Ⅲ,
919,Citrine Raven Ⅳ,
920,Citrine Raven Ⅴ,
921,Hawk Darkbolt Gun,
922,True Falcon Darkbolt Gun,
923,Anteka Current,
924,Anteka Assault,
925,Anteka Rider,
926,Cardo Cannon,
927,Cardo Launcher,
928,Rotwiese,
929,Golden Cat Gun Mk1,
930,Golden Cat Gun Mk2,
931,Golden Cat Gun Mk3,
932,Silver Cat Gun Mk1,
933,Silver Cat Gun Mk2,
934,Silver Cat Gun Mk3,
935,"EBX ""Core""",
936,"EBX ""Pro""",
937,"EBX ""Elite""",
938,Citrine Puffer Ⅰ,
939,Citrine Puffer Ⅱ,
940,Citrine Puffer Ⅲ,
941,Citrine Puffer Ⅳ,
942,Albatros Darkbolt Gun,
943,True Canary Darkbolt Gun,
944,Cardo Bowgun,
945,Cardo Felchia,
946,Rote Gerade,
947,Heat Stock,
948,Blaze Stock,
949,Flare Stock,
950,Rip Stock,
951,Schwer Stock,
952,Rogue Stock,
953,Chrysos I,
954,Chrysos II,
955,Chrysos Graya,
956,Vipio Darkbolt Bow,
957,Crane Darkbolt Bow,
958,True Flamingo Darkbolt B,
959,True Shokaku DarkboltBow,
960,Nebula Ark,
961,Nebula Harp,
962,Furon Cherry Ⅰ,
963,Furon Cherry Ⅱ,
964,Furon Cherry Ⅲ,
965,Furon Blossom,
966,Eques Bow,
967,Eques Rook,
968,Eques Arc,
969,Weiss Mystel,
970,Strega Bow,
971,Streag Rook,
972,Strega Ark,
973,Schwarz Mistel,
974,Clockwork Bow,
975,Clockwork Bow+,
976,New Clockwork Bow,
977,Super Clockwork Bow,
978,Crimson Fang,
979,Crimson Tusk,
980,Crimson Horn,
981,Crimson Avenger,
982,Torment Fang,
983,Torment Tusk,
984,Torment Horn,
985,Torment Avenger,
986,Blos I,
987,Blos II,
988,Blos III,
989,Fierce Blos,
990,Volpe Strada,
991,Volpe Labyrinth,
992,Forte La Torre,
993,Anteka Pulse,
994,Anteka Breath,
995,Anteka Ambition,
996,Slug Launcher,
997,Nade Launcher,
998,Ulti Launcher,
999,Lizard Mortar,
1000,Scale Mortar,
1001,Drago Mortar,
1002,Mel Dean,
1003,Melissa Dean,
1004,Melody Dean,
1005,Fury Lbg,
1006,"Fury Lbg ""Seabreeze""",
1007,"Fury Lbg ""Seagull""",
1008,Today's Cat Ten,
1009,Today's Cat Ho,
1010,Today's Cat San,
1011,Forse Ferro,
1012,Forse Acciaco,
1013,Forse Oro,
1014,Citrine Killi Ⅰ,
1015,Citrine Killi Ⅱ,
1016,Citrine Killi Ⅲ,
1017,Citrine Killi Ⅳ,
1018,Steel Shellking Bow,
1019,Iron Wall Shellking Bow,
