index,source,target
422,Fatalis Ancestor,
423,Cat's Curse,
424,Bull Tusk Hammer,
425,Conehead Hammer+,
426,Lunastra's Crown,
427,Crushing Anchor F,
428,Wolf Torrent,
429,Ancient's Blow,
430,Diablo Chaos Breaker,
431,Ancient Relic,
432,Basarios Bash,
433,Daora's Collosus,
434,White Kitty Hammer,
435,Black Kitty Hammer,
436,Gold Kitty Hammer,
437,King Lobster Hammer,
438,Violence Hammer,
439,Bone Claw Lance+,
440,Daora's Fang,
441,Ceanataur Piercer,
442,Incessant Wolf,
443,Roaring Wyvern,
444,Thunderlance,
445,Teostra's Roar,
446,Eternal Instant,
447,Emerald Spear+,
448,Strategic Blade,
449,Black Doom Flame,
450,Queen Rapier,
451,Daora's Razor,
452,Hi Frost Edge,
453,Azure Ogre Sword,
454,Wolf Blade,
455,Twin Kut-Ku+,
456,Funky Maracas,
457,Limb Cutter,
458,Wolf Tessen,
459,Crimson Lotus Blades,
460,Dual Chameleos,
461,Hi Velociprey Claws,
462,Glutton's Set,
463,Silhouette Sabers,
464,Rookie Knife,
465,White Fatalis Debug,
466,Lunastra Debug,
467,Gunlance Debug,
468,Bulldrome Dagger,
469,Melynx Gadget,
470,Gaoren Debug,
471,Shining Wyvern Blade,
472,Steel Snake Ⅲ,
473,Fatalis Buster,
474,Deadly Serpentblade,
475,Fatalis Blaster,
476,White Fatalis Buster,
477,Shell Hammer,
478,"Wyvern Blade ""Holly""",
479,Large Bone,
480,Dio Mi Dia,
481,Melting Blades,
482,Shen Su Bei Hao,
483,Black Ice Bayonet,
484,Centenarian Dagger,
485,Great Ogre Tusk,
486,Crimson Beta Knife,
487,Azure Beta Knife,
488,Acorn Stick,
489,Double Beta,
490,Crystal Great Sword,
491,Inclusion,
492,Flawless,
493,Acorn Rod,
494,Fairness,
495,Sleepyball,
496,Sleepyball,
497,Sleepyball,
498,Sleepyball,
499,Sleepyball,
500,Sleepyball,
501,Sleepyball,
502,Sleepyball,
503,Feather Knife,
504,Feather Sword,
505,Earth Pulse,
506,Earth Breeze,
507,Pick Blade,
508,Beak Blade,
509,Liquid Fire Blade,
510,Divine Fire Blade,
511,Desert Gunlance,
512,Desert Cannon,
513,Lava Gunlance,
514,Lava Cannon,
515,Feather Whistle,
516,Hypno Whistle,
517,Lava Alpa,
518,Giaprey Claws,
519,Giaprey Claws+,
520,Amphisbaena,
521,Blango Destroyer,
522,Blango Decimator,
523,Blango Destructor,
524,Bone Gunlance,
525,Greatbone Gunlance,
526,Wyvern Bone Gunlance,
527,Light Bang,
528,Light Bang+,
529,Chilled Fang,
530,Chilled Fang+,
531,Cooler Dagger,
532,Icicle Dagger,
533,Glistening Edge,
534,Capillary Lance,
535,Dripping Lance,
536,Crystal Lance,
537,Cold Lance,
538,Frost Lance,
539,Ice Hammer,
540,Frozen Hammer,
541,Bone Axe+,
542,Velociprey Balloon,
543,Velociprey Balloon+,
544,Velocidrome Balloon,
545,Stone Bug Pipe,
546,Light Bug Pipe,
547,Hard Bug Pipe,
548,Fulminant Sword,
549,Fulminant Blade,
550,Snow Gear,
551,Snow Gear Second,
552,Snow Gear Drive,
553,Marine Fisher,
554,Deep Fisher,
555,Deep Ocean,
556,Leviathan G.Lance,
557,Average Hitter,
558,Grand Slam,
559,Giaprey Balloon,
560,Giaprey Balloon+,
561,Giadrome Balloon,
562,Basarios Rock,
563,Basarios Rock Ⅱ,
564,Volcanic Rock,
565,Pizza Peel,
566,Snake Bite,
567,Snake Bite+,
568,Shakalaka Poison Bite,
569,Shakalaka Saber,
570,Kitchen Knife,
571,Iron Chefblade,
572,Millenium Knife,
573,Glutton's Tools,
574,Cielo Tool,
575,Felyne and Melynx,
576,Naag Serpentblade,
577,Devta Serpentblade,
578,Wild Boar Lance,
579,Wild Boar Lance+,
580,Bulldrome Spear,
581,Fragrance,
582,Fragrance+,
583,Noble Fragrance,
584,Primal Spear,
585,Vacuum Stick,
586,Hyper Vacuum,
587,Enormous Ham,
588,Ham of Hams,
589,Black Frying Pan,
590,One Star Silver Pot,
591,Two Star Silver Pot,
592,True Black Frying Pan,
593,Cactus Hammer,
594,Green Monster,
595,Coral Chordmaker,
596,Gold Chordmaker,
597,Kut-Ku Fury,
598,Kut-Ku Sickle,
599,Draguetta,
600,Unietta,
601,Feather Edge,
602,Aegis Guard,
603,Aegis Guard+,
604,Aegis Shield,
605,Aegis Breath,
606,Gran Blade,
607,Super Cat Paw,
608,Steel Lizard Ⅱ,
609,Satan's Battleaxe,
610,Felfire Battleaxe,
611,Sword Shield,
612,Sword Shield+,
613,Edge Shield,
614,Invisible Shield,
615,"Ninja Sword ""Shadow""",
616,"Ninja Sword ""Patience""",
617,Steel Lizard Ⅲ,
618,Plesioth Sabers,
619,High Plesioth Sabers,
620,Legendary Twin Flames,
621,Strengthened Power Saws,
622,Blizzard Fang,
623,Insect Mage,
624,Destiny Picks,
625,Crab Cutters,
626,Rough Hatchets,
627,Ominous Caw,
628,"Silhouette Sabers ""Art""",
629,Ice Breaker,
630,Glacial Divider,
631,Glacial Supremacy,
632,Ferrigoris,
633,Igniferni,
634,Scorcher,
635,Hypno Blade,
636,Narcolepter,
637,True Frozen Tuna,
638,Frozen Silver Tuna,
639,Frozen Gold Tuna,
640,Plesioth Azureblade+,
641,Silver Serpentblade,
642,Smelting Fire Blade,
643,Eternal Destruction,
644,Eternal Damnation,
645,Water Slicer,
646,Water Slicer Mk.Ⅱ,
647,Water Slicer Mk.Ⅲ,
648,Miracle Flame,
649,Raging Flame,
650,Flash of Flame,
651,Yggdrasil,
652,Monoblospire,
653,Nidhoggr,
654,Jade Lance,
655,Dragon Knight Spear,
656,Angry Horn,
657,Raging Horn,
658,Vendetta,
659,Crimson Gunlance,
660,Burn Gunlance,
661,Heat Blaster,
662,Lava Geyser,
663,Chain Gunlance,
664,Camel Gunlance,
665,Shot Gunlance,
666,Bazooka Gunlance,
667,Cannon Lance,
668,Type 8 Auto Lance,
669,Hell Fang,
670,Phalanx,
671,Type 10 Mechlance,
672,Type 16 Mechlance,
673,Extention,
674,Flame Gunlance,
675,Wild Gunlance,
676,Variant Gunlance,
677,War Cry,
678,Machalite Impact,
679,Dragonite Hammer,
680,Union Impact,
681,Frost Breaker,
682,Degenerator,
683,Kut-Ku Grudge,
684,Mystery Hammer Kut-Ku,
685,Great Bone Axe,
686,Brutus Axe,
687,Riot,
688,Crab Hammer,
689,Hydro Hammer,
690,Blue Hammer,
691,Aquarian Hammer,
692,Ice Cube,
693,Mega Ice Cube,
694,Bulldrome Head,
695,Steel Bison Ⅰ,
696,Steel Snake Ⅰ,
697,Hypno Clarinet,
698,Wing Clarinet,
699,Seering Harp+,
700,Cat's Meow,
701,Kut-Ku Cacophony,
702,Garuga's Song,
703,Genprey Balloon,
704,Ioprey Balloon,
705,Rex Talon,
706,Tigrex Sword,
707,Mighty Emperor's Rod,
708,Rex Slicers,
709,Tigrex Claws,
710,Akantor Blades,
711,Les Hecate,
712,Hecate's Nails,
713,Twin Thunder,
714,Twin Dress Sword,
715,High Genprey Claws,
716,Twin Blazing Blades,
717,Twin Hazy Fireblades,
718,Tiger Jawblade,
719,Tigrex Greatsword,
720,Bronze Hobby,
721,Gaoren's Hobby,
722,Tigrex Tooth,
723,Tigrex Katana,
724,Akantor Katana,
725,Tigrex Stinger,
726,Tigrex Direlance,
727,Tiger Blast,
728,Tiger Eruption,
729,Akantor Gunlance,
730,Beast Breaker,
731,Weiss Dragoon,
732,Alcatraz,
733,Stripe Strike,
734,Tigrex Hammer,
735,Striped Dragonga,
736,Tigrex Horn,
737,Akantor Horn,
738,Eternal Spear Diablos,
739,Steel Lizard Ⅰ,
740,"Beta Sword ""Black""",
741,Storm Gunlance,
742,Bulldrome Dagger+,
743,Feather Edge+,
744,Doomed Soul+,
745,Monoblos Club+,
746,True Dual Diablo,
747,Yatsuzaki+,
748,Funky Maracas+,
749,Melt Berserker,
750,Strategy+,
751,True Dragon's Jaw+,
752,Narcolepter+,
753,Executioner's Axe,
754,Scythe of Menace+,
755,Divine Black Katana,
756,Daimyo Cutter+,
757,"Wyvern Blade ""Citrus""",
758,Great Ogre Tusk+,
759,Gravios Spear+,
760,Trident+,
761,Spear of Prominence+,
762,Wyvern Bone Gunlance+,
763,Heat Blaster+,
764,Lava Geyser+,
765,War Cry+,
766,Giga Ice Cube,
767,Bullfango Head+,
768,Expert Hammer+,
769,Ikari Destroyer,
770,Great Bagpipe+,
771,Lava Kantele,
772,War Conga+,
773,Glass Queen+,
774,Soul Burning Picks,
775,Grand Swab,
776,Undulling,
777,"Training Sword ""1st Dan""",
778,Concealed Blade,
779,Moss Masher,
780,Catspaw Hammer,
781,Demon Decimator,
782,Ice Reaper,
783,Expert Lance+,
784,Basarios Bash+,
785,Perfect Raging Masher,
786,Molten Recital,
787,Dreamwing Oboe,
788,Dragonseal Sword,
789,Hermitaur Claws+,
790,Twin Kirin Bolt Ultimus,
791,Amphisbaena+,
792,Poison Serpentblade,
793,Scorcher+,
794,Falcon Decapitator,
795,Imperial Sword+,
796,"Wyvern Blade ""Flower""",
797,World Splitter,
798,Sanctioned Gunlance+,
799,"Dragonseal Spear ""Flash""",
800,Black Tempest+,
801,Great Slugger,
802,Scissor Cannon+,
803,Luna Burst,
804,Sanctioned Gunhammer+,
805,Ancient Parts,
806,Breath Core+,
807,Blood Flute+,
808,Cursed Ocarina+,
809,Gold Chordmaker+,
810,Luna's Shine,
811,Luna's Breath,
812,Big Bang Sword,
813,Azure Glinsword,
814,Treasured Thunderblade,
815,Fierce God Slicer,
816,Imprisoned Flame Blade,
817,Gaelic Flame+,
818,White Horn,
819,Vendetta+,
820,Anteka Call,
821,Anteka Flute,
822,Anteka Oboe,
823,Hagoita,
824,Pink Lizard Peach,
825,Burn All Things Away,
826,Volcano Kantele,
827,Crimson Geyser,
828,Pink Lizard Sakura,
829,Daora's Premium,
830,Holy Fatalis Dawnsword,
831,Chrome Requiem,
832,Dospara Prize,
833,Dospara Great Prize,
834,Dospara Grand Prize,
835,White Feather,
836,White Flugel,
837,Heavy Sleeper,
838,Deep Sleeper,
839,Alabaster Desert,
840,Ivory Annihilator,
841,Narco Clarinet,
842,Narco Oboe,
843,Darkness,
844,Tsuranuki,
845,Black Katana Earth,
846,Bubble Shaver,
847,Seering Razor+,
848,"Magma Blade ""Melt""",
849,"Magma Blade ""Scorch""",
850,Crimson Geyser+,
851,Volcano Kantele+,
852,Rosenmesser,
853,Rosenscheltz,
854,Rosendien,
855,Rosenzahn,
856,Rosengel,
857,Rosenarie Gaits,
858,Rosenklinge,
859,Rosen Brullen,
860,Rosen Kunst,
861,Rosen Schwinden,
862,Rosen Flugel,
863,Rosen Himmel,
864,Rosen Brecher,
865,Rosenfaust,
866,Rosen Ende,
867,Rosengitare,
868,Rosenmut,
869,Rosentrauer,
870,Rosen Lanze,
871,Rosenturmalin,
872,Rosenbetoren,
873,Rosenkanone,
874,Rosenpanser,
875,Rosenherrlich,
876,Prototype Sawblade,
877,Sanctioned Sawblade,
878,High Snake Bite,
879,White Snake,
880,Kut-Ku Sickle+,
881,Kut-Ku Wrath,
882,BC Slicer Ⅰ,
883,BC Slicer Ⅱ,
884,BC Slicer Ⅲ,
885,Twin Birds,
886,Twin Gusts,
887,VK-IS-Ⅰ,
888,VK-IS-Ⅱ,
889,VK-IS-Ⅲ,
890,Rubber Blade,
891,Gypceros Poison Blade,
892,Bubble Scissor,
893,Aqua Scissor,
894,Cat's Geass,
895,Charming Hagoita,
896,Budding Hagoita,
897,Indigo Shinesaber,
898,Indigo Shinesaber+,
899,True Indigo Shinesaber,
900,Gold Shinesaber,
901,Gold Shinesaber+,
902,True Gold Shinesaber,
903,Ripple,
904,Tsunami,
905,Drgnwood Slumber Swrd,
906,Hypnoc Sleep Hammer,
907,Hypnoc Slumber Hammer,
908,Gift Blow,
909,Gift Smash,
910,Gift Strike,
911,Cat Burglar's Paw,
912,Robber's Paw,
913,Phantom Thief's Paw,
914,Hermitaur Castanet,
915,Hermitaur Palillos,
916,Quartz Lance,
917,Precious Lance,
918,Eberstein,
919,Bishop Dawn Staff,
920,Shining Heaven Staff,
921,Frost Lance+,
922,Diamond Dust,
923,Gunspear Garu-Ku,
924,Wonder Gunspear Garu-ku,
925,Grizzly Gunlance,
926,Type 0 Fairness,
927,Type 100 Fairness,
928,Cerulean Beta Knife Ⅱ,
929,Cerulean Beta Knife Ⅲ,
930,Orange Beta Knife Ⅱ,
931,Orange Beta Knife Ⅲ,
932,Acorn Blade,
933,Kaiden Sword,
934,Double Beta Ⅱ,
935,Double Beta Ⅲ,
936,Kaiden Blade,
937,Kaiden Hammer,
938,Kaiden Lance,
939,Shining Emperor Blade,
940,Feather Shaver,
941,Our Blue Ogre Sword,
942,Triple Diablo,
943,Hermitaur Scissors,
944,Snow White,
945,Kaiser Blade,
946,Freezing Ice Sword,
947,Punisher,
948,Divine Drgnwood Sword,
949,Dazy Drgnwood Sword,
950,War Demon Halberd,
951,White Fatalis Crusher,
952,Luna's Breaker,
953,Perfect Fury Masher,
954,Drgnwood Protector Horn,
955,Cat's Horn,
956,Sleep Oboe,
957,Jade Hydraulic Shock,
958,Teostra's Corona,
959,Piercer,
960,Matrix Realm Drgnwood GL,
961,Scarlet Breaker,
962,Luna's Nova,
963,Steel Rhinos I,
964,Steel Rhinos II,
965,Steel Rhinos III,
966,Steel Rhinos IV,
967,Steel Lizard IV,
968,Steel Bison IV,
969,Steel Snake IV,
970,Colt Monarca,
971,Colt Principio,
972,True Eternal Strife,
973,Ice Edge,
974,Bombsword Agni,
975,Kaktus Messer,
976,Kaktus Schmelz,
977,Settler Knife,
978,Settler Edge,
979,Settler Sword,
980,Settler Blade,
981,Acorn Destroy,
982,Wind of Red and Green,
983,Forest of Red&Green,
984,True Enduring Schism,
985,True Blazing Edges,
986,Insect Ark,
987,Kaktus Zern,
988,Kaktus Nagel,
989,Steel Swallow Ⅰ,
990,Steel Swallow Ⅱ,
991,Steel Swallow Ⅲ,
992,Steel Swallow Ⅳ,
993,Largo Espada,
994,Grande Espada,
995,True Dragon Eradicator,
996,Plesioth Blue Aquablade,
997,King Narcolepter,
998,Kaktus Brett,
999,Kaktus Terror,
1000,Royal Flawless,
1001,Drone's Guard,
1002,Queen's High Guard,
1003,True Destroyer Drgn Swrd,
1004,Flameprison Blade,
1005,Creation Divider,
1006,Kaktus Fader,
1007,Kaktus Flugel,
1008,Blue Lightblade,
1009,Blue Lightblade+,
1010,Pure Blue Lightblade,
1011,Gold Lightblade,
1012,Gold Lightblade+,
1013,Pure Gold Lightblade,
1014,Glitter Edge,
1015,Glitter Blade,
1016,Glitter Espada,
1017,Disglitter,
1018,Fire Fate,
1019,Blaze Fate,
1020,Burn Fate,
1021,Flame Fate,
1022,Water Fate,
1023,Dew Fate,
1024,Tear Fate,
1025,Aqua Fate,
1026,Spark Fate,
1027,Thunder Fate,
1028,Lightning Fate,
1029,Storm Fate,
1030,Ice Fate,
1031,Frost Fate,
1032,Freeze Fate,
1033,Zero Fate,
1034,Cross Edge,
1035,Cross Blade,
1036,Cross Espada,
1037,Grand Cross,
1038,Far Beak,
1039,Far Blow,
1040,Aquarian Bomb,
1041,Daora's End,
1042,Genocide Core,
1043,Kaktus Hammer,
1044,Kaktus Faust,
1045,Gewgaw,
1046,Battle Gewgaw,
1047,Lava Viento,
1048,Hemocyte Oboe,
1049,Triple War Drum,
1050,Kaktus Gitarre,
1051,Kaktus Mut,
1052,Anteka Wind,
1053,Diablos Longspear,
1054,Diablos Fury Longspear,
1055,Royal Fragrance,
1056,Lightning Horn,
1057,White Trunk,
1058,Kaktus Lanze,
1059,Kaktus Sturm,
1060,Azure Agony,
1061,Gun Blos,
1062,Napalm Blos,
1063,Hell Needle,
1064,Tower of Plasma,
1065,Type 32 Machine Lance,
1066,Kaktos Kanone,
1067,Kaktopanzer,
1068,Steel Hawk I,
1069,Steel Hawk II,
1070,Steel Hawk III,
1071,Steel Hawk IV,
1072,Colt Law,
1073,Colt Emperador,
1074,Fire of Red&Green,
1075,Mountain of Red&Green,
1076,Oxido Guardia,
1077,Perfecta Guardia,
1078,Ver Strike,
1079,Ver Impact,
1080,Battle Gewgaw+,
1081,Grand Gewgaw,
1082,Vashimu Knife,
1083,Vashimu Dagger,
1084,Vashimu Edge,
1085,Heavenly Decapitator,
1086,Wise Ruler's Decapitator,
1087,Savior's Decapitator,
1088,Tathagata's Decapitator,
1089,Kirin Bolt Eden,
1090,Great Odyssey,
1091,Menbou+,
1092,Scarlet Menbou,
1093,Memorial Knife,
1094,Memorial Edge,
1095,Memorial Sword,
1096,Memorial Blade,
1097,Binding Mace,
1098,Revised Bndg Mace,
1099,True Binding Mace,
1100,Ascended Bndg Mace,
1101,Blue Porta Mace Ⅰ,
1102,Blue Porta Mace Ⅱ,
1103,Blue Porta Mace Ⅲ,
1104,Gorm Goine,
1105,Red Porta Mace Ⅰ,
1106,Red Porta Mace Ⅱ,
1107,Red Porta Mace Ⅲ,
1108,Claiomh Solais,
1109,Demon's Small Rod,
1110,Dummy,
1111,Demon's Wondrous Rod,
1112,Demon's Fury Rod,
1113,Yellow Porta Mace Ⅰ,
1114,Yellow Porta Mace Ⅱ,
1115,Yellow Porta Mace Ⅲ,
1116,Hauteclaire,
1117,Purple Porta Mace Ⅰ,
1118,Purple Porta Mace Ⅱ,
1119,Purple Porta Mace Ⅲ,
1120,Aymur,
1121,Vashimu Claws,
1122,Vashimu Slicers,
1123,Vashimu Sabers,
1124,Blue Scissors,
1125,Cobalt Scissors,
1126,Tigrex Twins,
1127,Hazy Decapitators,
1128,Admired Decapitators,
1129,Mercy Decapitators,
1130,Bound Decapitators,
1131,Vashimu Sword,
1132,Vashimu Blade,
1133,Vashimu Breaker,
1134,Kurtzschwer Zacke,
1135,Kurtzschwer Shocke,
1136,Kurtz Bernstein,
1137,Kurtzdrachen Gesicht,
1138,Emperor's Thunderblade,
1139,Undulling+,
1140,Undulling Blade,
