index,source,target
75,Rare weapon that can riddle{j}targets with copious amounts{j}of anti-dragon ammo.,
76,Very Heavy Bowgun modeled{j}on a white Gravios. Creates{j}minor quakes when fired.,
77,A Rajang's soul rests in{j}its barrels. {c03}Rapid fires{/c}{j}earth-scorching {c03}Crag S Lv1{/c}.,
78,"A cheap Bow, perfect for new{j}Hunters. Comes with arrows{j}and a quiver.",
79,An easy-to-use Bow made{j}from Congalala parts. Has{j}a very charming design.,
80,A very powerful Bow with a{j}thick string that takes real{j}strength to pull back.,
81,Deep-green Bow made from a{j}Rathian shell. Very reliable{j}and easy to use.,
82,Elegant Bow made from a Pink{j}Rathian shell. Its beauty is{j}complemented by great power.,
83,Arrows fired from this Bow{j}will slice through shell and{j}flesh with minimum fuss.,
84,A surprisngly tough Bow made{j}from Hornetaur parts.{j}Extremely easy to handle.,
85,Heavy Bow made from twisted{j}horns. Needs a steady hand{j}to get the best out of it.,
86,"Tough Bow made from a{j}Lao-Shan horn. Its string is{j}drawn by passion, not power.",
87,Only those who've overcome a{j}pair of Fire Dragons can own{j}this Bow. A hero's weapon.,
88,Mysterious Bow crafted from{j}dragonwood taken from a Yama{j}Tsukami's back.,
89,Drawing the string of this{j}black Bow unleashes a{j}whirlwind of destruction.,
90,White Bow containing the{j}soul of a Fatalis. Purifies{j}even the darkest shadows.,
91,Oddly shaped Light Bowgun{j}made from Chameleos parts.{j}There's no point rubbing it.,
92,Black crossbow made from{j}Yian Garuga parts. Fearsome{j}when it opens fire.,
93,"Pure white Light Bowgun.{j}{c03}Rapid fires{/c} {c03}Freeze S{/c}.{j}AKA ""The Blizzard"".",
94,3-barrelled crossbow with a{j}non-standard attack mode{j}that {c03}rapid fires{/c} {c03}Crag S Lv1{/c}.,
95,Made from fire dragon parts{j}using a secret technique.{j}{c03}Rapid fires{/c} {c03}Pierce S Lv1{/c}.,
96,A Bowgun made from the shell{j}of a lobster king. {c03}Rapid{j}{c03}fires{/c} {c03}Water S{/c}.,
97,A versatile weapon that{j}fires almost all ammo.{j}{c03}Rapid fires{/c} {c03}Normal S Lv2{/c}.,
98,Heavy Bowgun made from{j}Daora parts. Has various{j}experimental features.,
99,Unnervingly brutal crossbow.{j}It won't be sated until all{j}enemies are taken out.,
100,"Experimental bow made from{j}Daimyo parts. Good enough,{j}though still not perfect.",
101,"Powerful, uniquely shaped{j}Heavy Bowgun. Its bulk{j}makes it hard to handle.",
102,Notable for its use of a{j}hard Basarios shell. Capable{j}of firing continuously.,
103,A versatile weapon that can{j}{c03}rapid fire{/c} {c03}Normal S Lv2{/c}{j}and inflict huge damage.,
104,Improved bowgun made from a{j}high-quality shell. Can{j}{c03}rapid fire Water S{/c}.,
105,Crossbow that looks like a{j}Garuga's face. Its trigger{j}is as sensitive as its user.,
106,Holy Bow made from ancient{j}wood. Glows like moonlight{j}in the darkness.,
107,Bow made from a rock-like{j}Basarios shell that protects{j}the user.,
108,"A cheap Bow, perfect for new{j}Hunters. Comes with arrows{j}and a quiver.",
109,"A cheap Bow, perfect for new{j}Hunters. Comes with arrows{j}and a quiver.",
110,An easy-to-use Bow made{j}from Congalala parts. Has{j}a very charming design.,
111,An easy-to-use Bow made{j}from Congalala parts. Has{j}a very charming design.,
112,A very powerful Bow with a{j}thick string that takes real{j}strength to pull back.,
113,Deep-green Bow made from a{j}Rathian shell. Very reliable{j}and easy to use.,
114,Elegant Bow made from a Pink{j}Rathian shell. Its beauty is{j}complemented by great power.,
115,Arrows fired from this Bow{j}will slice through shell and{j}flesh with minimum fuss.,
116,A surprisngly tough Bow made{j}from Hornetaur parts.{j}Extremely easy to handle.,
117,A surprisngly tough Bow made{j}from Hornetaur parts.{j}Extremely easy to handle.,
118,Heavy Bow made from twisted{j}horns. Needs a steady hand{j}to get the best out of it.,
119,"Tough Bow made from a{j}Lao-Shan horn. Its string is{j}drawn by passion, not power.",
120,Only those who've overcome a{j}pair of Fire Dragons can own{j}this Bow. A hero's weapon.,
121,Bow made from a rock-like{j}Basarios shell that protects{j}the user.,
122,Harp containing a protective{j}prayer. A weapon used by{j}Wyverian minstrels.,
123,Bowgun that looks like a{j}lamp. Sometimes unleashes{j}a curious destructive power.,
124,"Highly evolved Bowgun, made{j}from top-quality components.{j}The last word in Bowguns.",
125,Fires exploding ammo that{j}causes widespread damage{j}to anyone nearby.,
126,Crossbow with a tough frame{j}made from Hermitaur shell. {j}Popular with expert snipers.,
127,A revolver-type weapon. Use{j}of Daora parts means that{j}kickback is reduced.,
128,Colorful Bow made from a{j}Hypnocatrice wing.,
129,Colorful Bow made from a{j}Hypnocatrice wing.,
130,Colorful Bow made from a{j}Hypnocatrice wing.,
131,"Bow made from Blangonga{j}parts. Covered in thin ice,{j}making it cold to carry.",
132,"Bow made from Blangonga{j}parts. Covered in thin ice,{j}making it cold to carry.",
133,"Strong, ice-covered Bow made{j}by layering Blangonga hide.{j}Feels really powerful.",
134,Fire-shooting bow made from{j}Kut-Ku parts. Famed for its{j}ease of use.,
135,Fire-shooting bow made from{j}Kut-Ku parts. Famed for its{j}ease of use.,
136,Fire-shooting bow made from{j}Kut-Ku parts. Famed for its{j}ease of use.,
137,"Expertly crafted from Kut-Ku{j}parts, this rare Bow emits a{j}faint blue glow.",
138,A dubious Light Bowgun made{j}from Khezu parts.,
139,A dubious Light Bowgun made{j}from Cephadrome parts.,
140,A Heavy Bowgun made from{j}Plesioth parts.,
141,A Heavy Bowgun made using{j}tough Congalala body parts.,
142,A Heavy Bowgun made from{j}Blangonga body parts.,
143,A relatively easy-to-use Bow{j}made mainly from minerals.{j}Perfect for rookie Hunters,
144,A dubious icy Bow made{j}from Khezu body parts.,
145,An unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.,A unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.
146,An unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.,A unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.
147,An unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.,A unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.
148,An unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.,A unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.
149,A charming Light Bowgun.{j}Its bugle-like sound makes{j}it popular with Hunters.,
150,Light Bowgun made from a{j}Felyne doll. {c03}Rapid fires{/c}{j}{c03}Normal S Lv1{/c} and {c03}Flaming S{/c}.,
151,Light Bowgun made from a{j}Melynx doll. {c03}Rapid fires{/c}{j}{c03}Normal S Lv1{/c} and {c03}Flaming S{/c}.,
152,Powerful Felyne doll Light{j}Bowgun. {c03}Rapid fires{/c}{j}{c03}Normal S Lv1{/c} and {c03}Flaming S{/c}.,
153,Powerful Melynx doll Light{j}Bowgun. {c03}Rapid fires{/c}{j}{c03}Normal S Lv1{/c} and {c03}Flaming S{/c}.,
154,"Light Bowgun that's white as{j}Blangonga fur. {c03}Rapid fires{j}Freeze S{/c}. AKA ""Blizzard"".",
155,A weapon used by a character{j}in a popular novel. {c03}Rapid{j}{c03}fires{/c} {c03}Thunder S{/c}.,
156,"Heavy Bowgun made from a big{j}ladybug. Looks cute, but is{j}very destructive.",
157,Large cannon made using{j}Lunastra parts. A simple yet{j}brutally destructive design.,
158,Heavy Bowgun made from red-{j}hot Teostra body parts. Has{j}a beautiful flame-like glow.,
159,"Heavy Bowgun made from a big{j}ladybug. Looks cute, but is{j}very destructive.",
160,"A cheap Bow, perfect for new{j}Hunters. Comes with arrows{j}and a quiver.",
161,An easy-to-use Bow made{j}from Congalala parts. Has{j}a very charming design.,
162,Bow made from a rock-like{j}Basarios shell that protects{j}the user.,
163,Deep-green Bow made from a{j}Rathian shell. Very reliable{j}and easy to use.,
164,Arrows fired from this Bow{j}will slice through shell and{j}flesh with minimum fuss.,
165,"A large, flame-red cannon.{j}Flames flutter as soon as{j}it's loaded. Hot to touch.",
166,Uniquely shaped Light Bowgun{j}made from Tigrex parts. Its{j}power is truly explosive.,
167,Light Bowgun made from tough{j}Tigrex parts. Fitted with an{j}experimental mechanism.,
168,Heavy Bowgun in the shape of{j}a Tigrex head. As fearsomely{j}powerful as its looks.,
169,Not Set,
170,A Bowgun made from tough{j}Tigrex parts. Roars like a{j}dragon when fired.,
171,"A fearsome Bow made from{j}strong, supple Tigrex parts.{j}Capable of piercing rocks.",
172,"A fearsome Bow made from{j}strong, supple Tigrex parts.{j}Capable of piercing rocks.",
173,"Fearsome Bow imbued with an{j}Akantor's power. Emits a{j}dull, menacing glow.",
174,A surprisngly tough Bow made{j}from Hornetaur parts.{j}Extremely easy to handle.,
175,"Given to those who excel in{j}training. Its inscription{j}says: ""100 shots, 100 hits.""",
176,"Bow made from Hypnocatrice{j}parts in spring, when their{j}red color is more vivid.",
177,Bow awarded by the Guild to{j}honor successful Hunters.,
178,Mushroom-shaped Light Bowgun{j}with a toxic-looking cap. A{j}very stable weapon.,
179,Bow awarded by the Guild to{j}honor successful Hunters.,
180,Bow awarded by the Guild to{j}honor successful Hunters.,
181,"Made from Lao-Shan parts, it{j}boasts power comparable to{j}that of a fortress cannon.",
182,"The ultimate Bowgun, made{j}using the best materials and{j}know-how available.",
183,A surprisngly tough Bow made{j}from Hornetaur parts.{j}Extremely easy to handle.,
184,An unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.,A unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.
185,A very powerful Bow with a{j}thick string that takes real{j}strength to pull back.,
186,A very effective bow made{j}from surprisingly light and{j}supple Hypnocatrice parts.,
187,A very effective bow made{j}from surprisingly light and{j}supple Hypnocatrice parts.,
188,Made from solid Espinas{j}parts and covered in spikes{j}that shudder when fired.,
189,Made from solid Espinas{j}parts and covered in spikes{j}that shudder when fired.,
190,Made from solid Espinas{j}parts and covered in spikes{j}that shudder when fired.,
191,Light Bowgun made from{j}supple Espinas parts.{j}{c03}Rapid fires{/c} {c03}Normal S Lv2{/c}.,
192,Light Bowgun made from{j}supple Espinas parts.{j}{c03}Rapid fires{/c} {c03}Normal S Lv2{/c}.,
193,Light Bowgun made from{j}supple Espinas parts.{j}{c03}Rapid fires{/c} {c03}Normal S Lv2{/c}.,
194,"Made from Espinas parts.{j}Takes skill to use, but is a{j}valuable, powerful weapon.",
195,"Made from Espinas parts.{j}Takes skill to use, but is a{j}valuable, powerful weapon.",
196,"Made from Espinas parts.{j}Takes skill to use, but is a{j}valuable, powerful weapon.",
197,Heavy Bowgun made from{j}sturdy Laviosoth parts. A{j}highly maneuverable weapon.,
198,Light Bowgun diligently{j}forged by a stubborn Smithy.{j}{c03}Rapid fires{/c} {c03}Pierce S Lv1{/c}.,
199,Bow with water properties.{j}Made from Plesioth parts. {j}A very user-friendly weapon.,
200,Bow with water properties.{j}Made from Plesioth parts. {j}A very user-friendly weapon.,
201,A dubious icy Bow made{j}from Khezu body parts.,
202,A dubious icy Bow made{j}from Khezu body parts.,
203,The explosive power of this{j}SP weapon shakes the earth{j}its very core.,
204,"Heavy Bowgun with a simple{j}design, but huge destructive{j}power. {c07}SP weapon{/c}.",
205,Cannon made from hard shell.{j}Lightweight and easy to{j}move. {c07}SP weapon{/c}.,
206,A powerful SP weapon made{j}from a fire-resistant{j}material.,
207,Light Bowgun maximized for{j}efficiency by a skilled{j}craftsman. {c07}SP weapon{/c}.,
208,Made from a secret design.{j}{c03}Rapid fires Pierce S Lv1.{j}{c07}SP weapon{/c}.,
209,Rip-off Black Belt Bowgun.{j}{c03}Rapid fires Thunder S.{j}{c07}SP weapon{/c}.,
210,A weapon from a famous book.{j}{c03}Rapid fires Thunder S.{j}{c07}SP weapon{/c}.,
211,"Given to those who excel in{j}training. Its inscription{j}says: ""100 shots, 100 hits.""",
212,"A Bow made from Elder Dragon{j}parts, making it an improved{j}weapon all round.",
213,Versatile Bow with improved{j}Attack power and defensive{j}abilities. Quite valuable.,
214,Mysterious Bow crafted from{j}dragonwood taken from a Yama{j}Tsukami's back.,
215,"Covered in Plesioth scales,{j}this weapon boasts{j}unparalleled accuracy.",
216,Has been upgraded while{j}keeping its original beauty.{j}An artisan's pride and joy.,
217,A desirable weapon that aims{j}to combine power with{j}attribute ammo capabilities.,
218,Redesigned to make the best{j}use of Hornetaur parts.{j}More powerful as a result.,
219,"A mysterious Bowgun, more{j}powerful than anyone could{j}have imagined.",
220,Blangonga crossbow with a{j}non-standard attack mode{j}that {c03}rapid fires{/c} {c03}Crag S Lv1{/c}.,
221,The basic style of this SP{j}weapon is testament to its{j}reliability.,
222,A rare type of Heavy Bowgun{j}that can fire Dragon S ammo.{j}{c07}SP weapon{/c}.,
223,This Bowgun has the same{j}imposing presence as a real{j}Gravios. {c07}SP Weapon{/c}.,
224,Bowgun with a crimson shell.{j}{c03}Rapid fires Water S.{j}{c07}SP weapon{/c}.,
225,Powerful and fast-loading.{j}{c03}Rapid fires Water S.{j}{c07}SP weapon{/c}.,
226,"Golden, Felyne-shaped Light{j}Bowgun. {c03}Rapid fires{j}{c03}Flaming S {c07}SP weapon.",
227,A Bow for Hunters who feel{j}speed is the difference{j}between life and death. ,
228,Bow awarded by the Guild to{j}honor successful Hunters.,
229,Heavy Bowgun awarded by the{j}Guild to honor successful{j}Hunters.,
230,Heavy Bowgun awarded by the{j}Guild to honor successful{j}Hunters.,
231,Heavy Bowgun awarded by the{j}Guild to honor successful{j}Hunters.,
232,Heavy Bowgun awarded by the{j}Guild to honor successful{j}Hunters.,
233,Uniquely shaped Heavy Bowgun{j}designed to fire nothing{j}but normal ammo.,
234,Heavy Bowgun made from{j}Blangonga parts. Seems to{j}chill the air around it.,
235,There's nothing bad to say{j}about this versatile Heavy{j}Bowgun made of Kirin parts.,
236,Heavy Bowgun made from Brown{j}Espinas parts. Known as{j}The Master of the Forest.,
237,"Each round smoulders with an{j}Espinas's rage, and takes{j}down its target with ease.",
238,A hefty Light Bowgun made{j}with parts taken from a{j}Hypnocatrice.,
239,Brand new version of a Light{j}Bowgun made to fire pellets.{j}A must for pellet ammo fans.,
240,Brand new version of a Light{j}Bowgun made to fire pellets.{j}A must for pellet ammo fans.,
241,A Brown Espinas incarnate.{j}{c03}Rapid fires{/c} {c03}Flaming S{/c} and{j}{c03}Crag S Lv1{/c}.,
242,Embodies the power of a{j}Brown Espinas. {c03}Rapid fires{/c}{j}{c03}Flaming S{/c} and {c03}Crag S Lv1{/c}.,
243,"A tough Bow made from Black{j}Gravios parts. Hard to{j}carry, let alone use.",
244,An arrow fired from its taut{j}string can pierce large{j}boulders with ease.,
245,A Khezu organ is used to{j}fire arrows that are{j}tinged with thunder.,
246,A water Bow that will pierce{j}anything. Proof that water{j}and Carapaceons go together.,
247,"Highly effective ice Bow,{j}made from Neopteron parts.{j}Lightweight and mobile.",
248,Made from Espinas parts{j}specially selected for their{j}litheness. A powerful Bow.,
249,Made from Espinas parts{j}specially selected for their{j}litheness. A high-grade Bow.,
250,A weapon that focuses on{j}efficiency. Usable ammo has{j}been maximized. {c07}SP weapon{/c}.,
251,Heavy Bowgun made from{j}Plesioth parts. Still smells{j}a bit... fresh. {c07}SP weapon{/c}.,
252,Imposing Light Bowgun made{j}from Khezu parts dyed black.{j}{c07}SP weapon{/c}.,
253,Pours pain upon a target.{j}{c03}Rapid fires Pellet S Lv1.{j}{c07}SP weapon{/c}.,
254,Crossbow made from mixed{j}materials. Fire-resistant{j}and very powerful.,
255,A reliable Light Bowgun with{j}a unique design. {c03}Rapid{/c}{j}{c03}fires{/c} {c03}Pellet S Lv1{/c}.,
256,Light Bowgun that glows with{j}an Vashimu's bloodlust.{j}{c03}Rapid fires{/c} {c03}Pellet S Lv1{/c}.,Light Bowgun that glows with{j}a Vashimu's bloodlust.{j}{c03}Rapid fires{/c} {c03}Pellet S Lv1{/c}.
257,Collector's weapon made from{j}Lavasioth parts. {c03}Rapid fires{/c}{j}{c03}Flaming S{/c} and {c03}Pellet S Lv1{/c}.,
258,Light Bowgun with an eerie{j}mushroom shape. {c03}Rapid fires{/c}{j}{c03}Freeze S{/c} and {c03}Pellet S Lv1{/c}.,
259,Very taut Bow that fires{j}highly penetrative arrows.{j}Extremely durable.,
260,Very taut Bow that fires{j}highly penetrative arrows.{j}Extremely durable.,
261,Fires arrows tinged with{j}lightning that are lethal{j}against some targets.,
262,Deep-green Bow made from a{j}Rathian shell. Very reliable{j}and easy to use.,
263,"Coated in a rare blue shell,{j}its inner workings are also{j}improved. {c07}SP weapon{/c}.",
264,Recreates the terrible roar{j}of an enraged Tigrex.{j}{c07}SP weapon{/c}.,
265,Made using only parts from{j}an enraged Yian Kut-Ku.{j}{c07}SP weapon{/c}.,
266,A prototype Bowgun. Its{j}shape is the key to its high{j}power. {c07}SP weapon{/c}.,
267,An advanced Heavy Bowgun{j}made using only carefully{j}selected Tigrex parts.,
268,Its eerie exterior means you{j}won't want to carry this{j}around at night.,
269,As powerful and brutal as a{j}Brown Espinas. {c03}Rapid fires{/c}{j}{c03}Flaming S{/c} and {c03}Crag S Lv1{/c}.,
270,Light Bowgun made to fire{j}explosive ammo. Its attacks{j}make a really big splash...,
271,Light Bowgun made to fire{j}explosive ammo. Its power{j}is truly devastating.,
272,Shocking pink Light Bowgun.{j}{c03}Rapid fires{/c} {c03}Normal S Lv2{/c} and{j}{c03}Pellet S Lv1{/c}.,
273,Given to successful Hunters{j}by the Guild. {c03}Rapid fires{/c}{j}{c03}Normal S Lv2{/c} and {c03}Freeze S{/c}.,
274,Given to successful Hunters{j}by the Guild. {c03}Rapid fires{/c}{j}{c03}Normal S Lv2{/c} and {c03}Freeze S{/c}.,
275,Given to successful Hunters{j}by the Guild. {c03}Rapid fires{/c}{j}{c03}Normal S Lv2{/c} and {c03}Freeze S{/c}.,
276,Given to successful Hunters{j}by the Guild. {c03}Rapid fires{/c}{j}{c03}Normal S Lv2{/c} and {c03}Freeze S{/c}.,
277,"A secret weapon, prototype{j}no. 233. {c03}Rapid fires{/c}{j}{c03}Pierce S Lv1{/c} and{c03}Crag S Lv1{/c}.",
278,Made from Espinas parts{j}specially selected for their{j}litheness. A powerful Bow.,
279,Bow made from Daora parts{j}using very advanced skills.{j}{c02}<Tough Weapon>{/c},
280,Bow made from Daora parts{j}using very advanced skills.{j}{c02}<Tough Weapon>{/c},
281,Arrows fired from this Bow{j}will slice through shell and{j}flesh with minimum fuss.,
282,A Tigrex Bow with improved{j}power. A masterpiece of{j}destructive efficiency.,
283,An ultimate {c07}SP weapon{/c} with{j}external armor that hides a{j}secret attack.,
284,"Volcano time! Though brutal,{j}this  {c07}SP weapon{/c} is rather{j}lovable.",
285,"Lamp-shaped Bowgun, refitted{j}in the east and then{j}reimported. {c07}SP weapon{/c}.",
286,Coated in dyed Blangonga fur{j}{c03}Rapid fires{/c} {c03}Crag S Lv1{/c}.{j}{c07}SP weapon{/c}.,
287,0,
288,0,
289,0,
290,Excellent Heavy Bowgun that{j}packs an upgraded thunder{j}attack.,
291,Effective Heavy Bowgun that{j}packs an upgraded thunder{j}attack.,
292,Original Heavy Bowgun packed{j}with newly-researched{j}features. {c02}<Tough Weapon>{/c},
293,"A superior bow, made from{j}Berukyurosu parts softened in{j}the Canyon winds.",
294,"A superior bow, made from{j}Berukyurosu parts softened in{j}the Canyon winds.",
295,Bow packed with non-standard{j}features made using special{j}technology. {c02}<Tough Weapon>{/c},
296,Has an untested rapid fire{j}system--{c03}Rapid Fire+{/c}--for{j}{c03}Freeze S{/c}. {c02}<Tough Weapon>{/c},
297,"Built by caravan dwellers.{j}{c03}Rapid fires Fire, water,{j}ice, and thunder ammo{/c}.",
298,"Built by caravan dwellers.{j}{c03}Rapid fires Fire, water,{j}ice, and thunder ammo{/c}.",
299,"Built by caravan dwellers.{j}{c03}Rapid fires Fire, water,{j}ice, and thunder ammo{/c}.",
300,0,
301,職人が丁寧に強化した冥雷銃。{j}{c03}LV2 通常弾{/c}、{c03}LV1 徹甲榴弾{/c}が{j}{c03}超速射{/c}に対応。{c02}≪天嵐武器≫{/c},A Dark Thunder Gun carefully upgraded by an artisan.{j}{c03}LV2 Normal Ammo{/c}and{c03}LV1 Crag Shot{/c}are compatible with{j}{c03}Ultra Rapid Fire{/c}.{c02}≪Tenran Weapon≫{/c}
302,冥雷竜の力が解放された軽銃。{j}{c03}LV2 通常弾{/c}、{c03}LV1 徹甲榴弾{/c}が{j}{c03}超速射{/c}に対応。{c02}≪覇種武器≫{/c},"A Light Bowgun with the power of Stygian Zinogre released.{j}{c03}LV2 Normal Ammo{/c},{c03}LV1 Crag Shot{/c}{j}{c03}Super Rapid Fire{/c}supported.{c02}≪Supremacy Weapon≫{/c}"
